FID,OBJECTID_1,Join_Count,TARGET_FID,CID,objectid,qhdm,qhmc,dkbm,bz,provinceco,citycode,nf,dkmc,zhssjb,sscd,xczp,picbasepat,yfly,sczwmj,sccl,yfmj,szmj,czmj,jcmj,ssmj,cylx,zwdm,zwmc,countycode,zh,gmt_create,rwid,gmt_modify,ydbh,status,zdxlh,uuid,yx_date,cylxdm,towncode,zwlx,cls,lon,lat
11,16,1,16,15,2205.000000000000000,131122103226,夹河,1311221032260001,玉米, 1,1311,2020,00001, , ," [{""desc"":""方向：东南;北纬：37.963733;东经：115.963913;地点：武邑县赵桥镇夹河;时间：2020-07-24 15:11:51"",""name"":""现场照片"",""path"":""mobile/2020/07/24/25ddeda01e864154b31a958e2aeaa5e9/1595574713597_131122103226_XCZP.jpg""}]"," {""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}1,16.510000000000002,0.000000000000000,16.510000000000002,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 16, 玉米, 13112,2gykjwyx_test, 2020-07-24 15:12:04.594335, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-24 15:12:04.594335, 643,2.000000000000000, b6ad09359412289e, D2474ADFBF6A4F8ABD13D0AB8D05CEC,,61, 13112210,玉米,0.0000000,115.964129275999990,37.964522630300003
12,17,1,17,16,1965.000000000000000,131121106206,贾庄村,1311211062060001, , 1,1311,2020,00001, , ," [{""desc"":""方向：正东;北纬：37.437509;东经：115.641331;地点：枣强县张秀屯乡贾庄村;时间：2020-07-23 19:14:37"",""name"":""现场照片"",""path"":""mobile/2020/07/23/049b7c796cd9498fa2bdf36eae744016/1595502878606_131121106206_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,19.449999999999999,0.000000000000000,19.449999999999999,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 16, 玉米, 13112,1gykjzqx_test, 2020-07-23 19:15:02.178632, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 19:15:02.178632, ,2.000000000000000, 94a854fba614fd26, E01A0F1BA12C4F359A1893270B74321,12/30/1899 0:00:00,61, 13112110,玉米,0.0000000,115.641000862000000,37.438495469300001
13,19,1,19,18,2209.000000000000000,131121100043,李武庄,1311211000430001, , 1,1311,2020,00001, , ," [{""desc"":""方向：西北;北纬：37.497842;东经：115.692865;地点：枣强县枣强镇李武庄;时间：2020-07-24 15:18:28"",""name"":""现场照片"",""path"":""mobile/2020/07/24/d368c25ee984417ab509fb8d23b56d30/1595575110090_131121100043_XCZP.jpg""},{""","d{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,17.969999999999999,0.000000000000000,17.969999999999999,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 16, 玉米, 13112,1gykjzqx_test, 2020-07-24 15:18:48.243517, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-24 15:18:48.243517, ,2.000000000000000, 94a854fba614fd26, FF81E3AA6D454B3FBD2E161EB57D4D6,,61, 13112110,玉米,0.0000000,115.692717554000000,37.498800071200002
14,23,1,23,22,2207.000000000000000,131122103226,夹河,1311221032260002,玉米, 1,1311,2020,00002, , ," [{""desc"":""方向：正东;北纬：37.963742;东经：115.963699;地点：武邑县赵桥镇夹河;时间：2020-07-24 15:12:35"",""name"":""现场照片"",""path"":""mobile/2020/07/24/25493f3e36aa4d9084aead20bffcadb2/1595574757679_131122103226_XCZP.jpg""}]"," {""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,22.730000000000000,0.000000000000000,22.730000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 16, 玉米, 13112,2gykjwyx_test, 2020-07-24 15:12:45.935515, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-24 15:12:45.935515, ,2.000000000000000, b6ad09359412289e, 16C76CFA3D00486A857DB2F68372E87,12/30/1899 0:00:00,61, 13112210,玉米,0.0000000,115.963678060000010,37.964745477900003
15,24,1,24,23,2245.000000000000000,131121100322,仝家庄村,1311211003220004, , 1,1311,2020,00004, , ," [{""desc"":""方向：西北;北纬：37.471049;东经：115.658898;地点：枣强县枣强镇仝家庄村;时间：2020-07-24 16:18:41"",""name"":""现场照片"",""path"":""mobile/2020/07/24/f2af72ba58cd44f79d5c320b2428e393/1595578723444_131121100322_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,17.030000000000001,0.000000000000000,17.030000000000001,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 16, 玉米, 13112,1gykjzqx_test, 2020-07-24 16:19:15.236188, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-24 16:19:15.236188, ,2.000000000000000, 94a854fba614fd26, DC179E4D3BB74C459250E6E261237E0,,61, 13112110,玉米,0.0000000,115.659349051000010,37.469262692400001
16,26,1,26,25,1477.000000000000000,131121102237,岳家圈村,1311211022370007, , 1,1311,2020,00007, , ," [{""desc"":""方向：东南;北纬：37.311707;东经：115.609599;地点：枣强县大营镇岳家圈村;时间：2020-07-23 07:25:13"",""name"":""现场照片"",""path"":""mobile/2020/07/23/7a52a2a830f74066a24005803a74338a/1595460314100_131121102237_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}1,21.770000000000000,0.000000000000000,21.770000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 16, 玉米, 13112,1gykjzqx_test, 2020-07-23 07:25:43.768758, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 07:25:43.768758, 2120,2.000000000000000, 94a854fba614fd26, 3FAEBE3562A84B0AAA972B5679480B0,,61, 13112110,玉米,0.0000000,115.609357918000000,37.310200184199999
17,31,1,31,30,1476.000000000000000,131121102237,岳家圈村,1311211022370006,大面积, 1,1311,2020,00006, , ," [{""desc"":""方向：东南;北纬：37.311707;东经：115.609607;地点：枣强县大营镇岳家圈村;时间：2020-07-23 07:24:21"",""name"":""现场照片"",""path"":""mobile/2020/07/23/ebb932fafd634298ab8a7239b98019c3/1595460262894_131121102237_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,20.000000000000000,0.000000000000000,20.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 16, 玉米, 13112,1gykjzqx_test, 2020-07-23 07:24:54.267546, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 07:24:54.267546, ,2.000000000000000, 94a854fba614fd26, A43E485B551B4E7D8C5B9070979556C,,61, 13112110,玉米,0.0000000,115.608812253000000,37.309541481399997
18,32,1,32,31,1478.000000000000000,131121102237,岳家圈村,1311211022370008, , 1,1311,2020,00008, , ," [{""desc"":""方向：东北;北纬：37.311711;东经：115.609590;地点：枣强县大营镇岳家圈村;时间：2020-07-23 07:26:01"",""name"":""现场照片"",""path"":""mobile/2020/07/23/57d305debed34d9092d2590d02433945/1595460363105_131121102237_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,17.469999999999999,0.000000000000000,17.469999999999999,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 16, 玉米, 13112,1gykjzqx_test, 2020-07-23 07:26:33.05848, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 07:26:33.05848, ,2.000000000000000, 94a854fba614fd26, A86A35F1EED84642A2A3A7782E22D2D,12/30/1899 0:00:00,61, 13112110,玉米,0.0000000,115.609537960000000,37.311963981900000
19,33,1,33,32,1479.000000000000000,131121102237,岳家圈村,1311211022370009, , 1,1311,2020,00009, , ," [{""desc"":""方向：东北;北纬：37.311725;东经：115.609740;地点：枣强县大营镇岳家圈村;时间：2020-07-23 07:26:48"",""name"":""现场照片"",""path"":""mobile/2020/07/23/5ec3e40696e74bf1863cb3c2dc6a1a31/1595460409919_131121102237_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,5.760000000000000,0.000000000000000,5.760000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 16, 玉米, 13112,1gykjzqx_test, 2020-07-23 07:27:04.56848, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 07:27:04.56848, ,2.000000000000000, 94a854fba614fd26, AE8204D2D9E44291B4D47A29ABA4883,12/30/1899 0:00:00,61, 13112110,玉米,0.0000000,115.610208363000000,37.312212279599997
20,37,1,37,36,1486.000000000000000,131121102256,北石村,1311211022560002, , 1,1311,2020,00002, , ," [{""desc"":""方向：东北;北纬：37.290098;东经：115.671417;地点：枣强县大营镇北石村;时间：2020-07-23 08:02:19"",""name"":""现场照片"",""path"":""mobile/2020/07/23/a9cee8ceee5a467c8caaa2ad985f17a4/1595462540522_131121102256_XCZP.jpg""},{""","d{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,13.160000000000000,0.000000000000000,13.160000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 16, 玉米, 13112,1gykjzqx_test, 2020-07-23 08:03:16.763503, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 08:03:16.763503, ,2.000000000000000, 94a854fba614fd26, 13785A7FFE884045A64710C3871AFD8,12/30/1899 0:00:00,61, 13112110,玉米,0.0000000,115.672168533999990,37.291671869100000
21,38,1,38,37,1487.000000000000000,131121102256,北石村,1311211022560003, , 1,1311,2020,00003, , ," [{""desc"":""方向：东南;北纬：37.290191;东经：115.670805;地点：枣强县大营镇北石村;时间：2020-07-23 08:04:46"",""name"":""现场照片"",""path"":""mobile/2020/07/23/eb9204df9b5d4e7f974a749e845563e1/1595462687134_131121102256_XCZP.jpg""},{""","d{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,5.330000000000000,0.000000000000000,5.330000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 16, 玉米, 13112,1gykjzqx_test, 2020-07-23 08:05:08.823496, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 08:05:08.823496, ,2.000000000000000, 94a854fba614fd26, 7014CC0E434E417E83D96C0921C1B47,,61, 13112110,玉米,0.0000000,115.670528778000000,37.288655076399998
22,39,1,39,38,1488.000000000000000,131121102256,北石村,1311211022560004, , 1,1311,2020,00004, , ," [{""desc"":""方向：东南;北纬：37.290272;东经：115.670461;地点：枣强县大营镇北石村;时间：2020-07-23 08:05:57"",""name"":""现场照片"",""path"":""mobile/2020/07/23/de60cb66b8034e8e8c4d32f4de57d989/1595462758090_131121102256_XCZP.jpg""},{""","d{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}1,9.510000000000000,0.000000000000000,9.510000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 16, 玉米, 13112,1gykjzqx_test, 2020-07-23 08:06:14.668643, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 08:06:14.668643, 2174,2.000000000000000, 94a854fba614fd26, 01D60560E61B428CA54ECD683B726D5,,61, 13112110,玉米,0.0000000,115.670120963000000,37.290300926599997
23,40,1,40,39,1496.000000000000000,131121102250,天地林村,1311211022500004, , 1,1311,2020,00004, , ," [{""desc"":""方向：东南;北纬：37.291683;东经：115.699620;地点：枣强县大营镇天地林村;时间：2020-07-23 08:28:51"",""name"":""现场照片"",""path"":""mobile/2020/07/23/4d0214934c96469ea304d3c510826c25/1595464132938_131121102250_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,4.050000000000000,0.000000000000000,4.050000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 16, 玉米, 13112,1gykjzqx_test, 2020-07-23 08:29:20.032599, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 08:29:20.032599, ,2.000000000000000, 94a854fba614fd26, 40A7E616EA6D465CAE15EB0FD77F761,12/30/1899 0:00:00,61, 13112110,玉米,0.0000000,115.699875580000000,37.291783152100002
24,41,1,41,40,1490.000000000000000,131121102256,北石村,1311211022560006, , 1,1311,2020,00006, , ," [{""desc"":""方向：东北;北纬：37.290209;东经：115.670783;地点：枣强县大营镇北石村;时间：2020-07-23 08:08:27"",""name"":""现场照片"",""path"":""mobile/2020/07/23/938f67fd72c440c684f6a04d8c3eccf7/1595462908553_131121102256_XCZP.jpg""},{""","d{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,7.910000000000000,0.000000000000000,7.910000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 16, 玉米, 13112,1gykjzqx_test, 2020-07-23 08:08:54.248856, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 08:08:54.248856, ,2.000000000000000, 94a854fba614fd26, 7A55B1276CD04651AC0B76703CF305A,,61, 13112110,玉米,0.0000000,115.670887711000010,37.291054416500003
25,42,1,42,41,1493.000000000000000,131121102250,天地林村,1311211022500001, , 1,1311,2020,00001, , ," [{""desc"":""方向：西北;北纬：37.291959;东经：115.699599;地点：枣强县大营镇天地林村;时间：2020-07-23 08:26:10"",""name"":""现场照片"",""path"":""mobile/2020/07/23/ee3eb0300237492fad4652a2eb94769a/1595463971478_131121102250_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}1,20.809999999999999,0.000000000000000,20.809999999999999,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 16, 玉米, 13112,1gykjzqx_test, 2020-07-23 08:26:41.711827, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 08:26:41.711827, 2115,2.000000000000000, 94a854fba614fd26, 32D0A90F682F49458958AB0D719B608,,61, 13112110,玉米,0.0000000,115.699230802000000,37.292201962900002
26,43,1,43,42,1494.000000000000000,131121102250,天地林村,1311211022500002, , 1,1311,2020,00002, , ," [{""desc"":""方向：东南;北纬：37.291966;东经：115.699547;地点：枣强县大营镇天地林村;时间：2020-07-23 08:26:55"",""name"":""现场照片"",""path"":""mobile/2020/07/23/04e87155b7f94a68a862b7bf91466460/1595464016518_131121102250_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,14.150000000000000,0.000000000000000,14.150000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 16, 玉米, 13112,1gykjzqx_test, 2020-07-23 08:27:14.262754, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 08:27:14.262754, ,2.000000000000000, 94a854fba614fd26, 92F9D53653014441B2251727DA88BDF,,61, 13112110,玉米,0.0000000,115.699433098000000,37.291729543999999
