FID,OBJECTID_1,Join_Count,TARGET_FID,CID,objectid,qhdm,qhmc,dkbm,bz,provinceco,citycode,nf,dkmc,zhssjb,sscd,xczp,picbasepat,yfly,sczwmj,sccl,yfmj,szmj,czmj,jcmj,ssmj,cylx,zwdm,zwmc,countycode,zh,gmt_create,rwid,gmt_modify,ydbh,status,zdxlh,uuid,yx_date,cylxdm,towncode,zwlx,cls,lon,lat
10,28,1,28,27,1473.000000000000000,131121102237,岳家圈村,1311211022370003,树下套种花生, 1,1311,2020,00003, , ," [{""desc"":""方向：东南;北纬：37.314364;东经：115.593451;地点：枣强县大营镇岳家圈村;时间：2020-07-23 07:10:26"",""name"":""现场照片"",""path"":""mobile/2020/07/23/7bdca0f6fc344302987702c11b3240f9/1595459427183_131121102237_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,13.990000000000000,0.000000000000000,13.990000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 0001, 农作物综合, 13112,1gykjzqx_test, 2020-07-23 07:11:00.902688, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 07:11:00.902688, ,2.000000000000000, 94a854fba614fd26, D0491551A8F941A2B8714AFF2BF6EA7,12/30/1899 0:00:00,61, 13112110,花生,0.0000000,115.594319983999990,37.314550209200000
11,29,1,29,28,1474.000000000000000,131121102237,岳家圈村,1311211022370004,谷子芝麻, 1,1311,2020,00004, , ," [{""desc"":""方向：西北;北纬：37.314406;东经：115.593458;地点：枣强县大营镇岳家圈村;时间：2020-07-23 07:11:50"",""name"":""现场照片"",""path"":""mobile/2020/07/23/79a0593486e14bb883d434e95d60c94e/1595459511779_131121102237_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,2.370000000000000,0.000000000000000,2.370000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 0001, 农作物综合, 13112,1gykjzqx_test, 2020-07-23 07:12:56.767004, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 07:12:56.767004, ,2.000000000000000, 94a854fba614fd26, D118A9BE68744CA8A232AB4122B314F,12/30/1899 0:00:00,61, 13112110,无效,0.0000000,115.592471833999990,37.314566806400002
12,30,1,30,29,1475.000000000000000,131121102237,岳家圈村,1311211022370005,右侧白山药, 1,1311,2020,00005, , ," [{""desc"":""方向：西北;北纬：37.314577;东经：115.593480;地点：枣强县大营镇岳家圈村;时间：2020-07-23 07:13:43"",""name"":""现场照片"",""path"":""mobile/2020/07/23/9750d0adae69417fbb2a1ee366b5651e/1595459624483_131121102237_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,2.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 04, 棉花, 13112,1gykjzqx_test, 2020-07-23 07:15:13.891506, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 07:15:13.891506, ,2.000000000000000, 94a854fba614fd26, 832639E913C94D219CB837CEB883DDC,,61, 13112110,棉花,0.0000000,115.592211121000010,37.314801113800002
13,34,1,34,33,1480.000000000000000,131121102233,西杨庄村,1311211022330001,左右二侧玉米, 1,1311,2020,00001, , ," [{""desc"":""方向：东北;北纬：37.311635;东经：115.610401;地点：枣强县大营镇西杨庄村;时间：2020-07-23 07:30:51"",""name"":""现场照片"",""path"":""mobile/2020/07/23/bae8eafc734a483a89b69ba7025bdcb2/1595460652825_131121102233_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,5.780000000000000,0.000000000000000,5.780000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 04, 棉花, 13112,1gykjzqx_test, 2020-07-23 07:31:42.49879, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 07:31:42.49879, ,2.000000000000000, 94a854fba614fd26, 324EDA75A0DD42618D5146A4FBE4CE5,12/30/1899 0:00:00,61, 13112110,棉花,0.0000000,115.610760704000000,37.313294810000002
14,35,1,35,34,1481.000000000000000,131121102233,西杨庄村,1311211022330002,树下套种棉花芝麻, 1,1311,2020,00002, , ," [{""desc"":""方向：东北;北纬：37.311592;东经：115.611004;地点：枣强县大营镇西杨庄村;时间：2020-07-23 07:34:39"",""name"":""现场照片"",""path"":""mobile/2020/07/23/eaa452362d554be094c14293d4cdc572/1595460881113_131121102233_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,5.510000000000000,0.000000000000000,5.510000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 04, 棉花, 13112,1gykjzqx_test, 2020-07-23 07:35:44.60902, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 07:35:44.60902, ,2.000000000000000, 94a854fba614fd26, 0FFFAC26DBFA4950B8D69D01EBA2D16,12/30/1899 0:00:00,61, 13112110,棉花,0.0000000,115.611208367000000,37.311789929600003
15,36,1,36,35,1482.000000000000000,131121102233,西杨庄村,1311211022330003, , 1,1311,2020,00003, , ," [{""desc"":""方向：东南;北纬：37.311555;东经：115.611003;地点：枣强县大营镇西杨庄村;时间：2020-07-23 07:36:39"",""name"":""现场照片"",""path"":""mobile/2020/07/23/5d3377e59d5e410888abf72bdd3f130f/1595461000863_131121102233_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,5.460000000000000,0.000000000000000,5.460000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 04, 棉花, 13112,1gykjzqx_test, 2020-07-23 07:36:56.676473, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 07:36:56.676473, ,2.000000000000000, 94a854fba614fd26, 4AEDBA6856DD4269B3C17CC632E123C,12/30/1899 0:00:00,61, 13112110,棉花,0.0000000,115.610586594000000,37.309274159200001
16,47,1,47,46,1502.000000000000000,131121102049,杨白塔村,1311211020490001, , 1,1311,2020,00001, , ," [{""desc"":""方向：东北;北纬：37.265292;东经：115.709990;地点：枣强县大营镇杨白塔村;时间：2020-07-23 08:42:54"",""name"":""现场照片"",""path"":""mobile/2020/07/23/4818336c2d3d43209e2e2811d25f8269/1595464974695_131121102049_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,7.240000000000000,0.000000000000000,7.240000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 04, 棉花, 13112,1gykjzqx_test, 2020-07-23 08:43:34.523745, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 08:43:34.523745, ,2.000000000000000, 94a854fba614fd26, 75EB501C8FC64F4D862996E4235829F,12/30/1899 0:00:00,61, 13112110,棉花,0.0000000,115.710692227000000,37.266540869799996
17,48,1,48,47,1503.000000000000000,131121102049,杨白塔村,1311211020490002,左右二侧谷子, 1,1311,2020,00002, , ," [{""desc"":""方向：东南;北纬：37.265258;东经：115.709999;地点：枣强县大营镇杨白塔村;时间：2020-07-23 08:44:30"",""name"":""现场照片"",""path"":""mobile/2020/07/23/dcafb483e36e45f99e1a612710dd7d88/1595465071711_131121102049_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,8.440000000000000,0.000000000000000,8.440000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 04, 棉花, 13112,1gykjzqx_test, 2020-07-23 08:45:37.740385, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 08:45:37.740385, ,2.000000000000000, 94a854fba614fd26, 81E59417D57B4639B550E56BF55A839,12/30/1899 0:00:00,61, 13112110,棉花,0.0000000,115.709782921000000,37.264185709600000
18,49,1,49,48,1504.000000000000000,131121102049,杨白塔村,1311211020490003, , 1,1311,2020,00003, , ," [{""desc"":""方向：东南;北纬：37.262051;东经：115.722699;地点：枣强县大营镇杨白塔村;时间：2020-07-23 08:53:42"",""name"":""现场照片"",""path"":""mobile/2020/07/23/eee62f347ac54180953c2d044c8a9543/1595465623478_131121102049_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}1,25.780000000000001,0.000000000000000,25.780000000000001,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 04, 棉花, 13112,1gykjzqx_test, 2020-07-23 08:54:13.577589, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 08:54:13.577589, 2113,2.000000000000000, 94a854fba614fd26, F51AEA2F10D141B38E9A15F21ACAB20,,61, 13112110,棉花,0.0000000,115.722881435000010,37.261765163800000
19,50,1,50,49,1506.000000000000000,131121102049,杨白塔村,1311211020490005, , 1,1311,2020,00005, , ," [{""desc"":""方向：东北;北纬：37.261987;东经：115.722907;地点：枣强县大营镇杨白塔村;时间：2020-07-23 08:55:20"",""name"":""现场照片"",""path"":""mobile/2020/07/23/ed272b175ebf494c975e6476521df559/1595465721547_131121102049_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,18.579999999999998,0.000000000000000,18.579999999999998,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 04, 棉花, 13112,1gykjzqx_test, 2020-07-23 08:55:44.337151, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 08:55:44.337151, ,2.000000000000000, 94a854fba614fd26, 779E5728A85549FE80A2EE62DC47882,,61, 13112110,棉花,0.0000000,115.722926469000000,37.262786859599998
20,51,2,51,50,1504.000000000000000,131121102049,杨白塔村,1311211020490003, , 1,1311,2020,00003, , ," [{""desc"":""方向：东南;北纬：37.262051;东经：115.722699;地点：枣强县大营镇杨白塔村;时间：2020-07-23 08:53:42"",""name"":""现场照片"",""path"":""mobile/2020/07/23/eee62f347ac54180953c2d044c8a9543/1595465623478_131121102049_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}1,25.780000000000001,0.000000000000000,25.780000000000001,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 04, 棉花, 13112,1gykjzqx_test, 2020-07-23 08:54:13.577589, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 08:54:13.577589, 2113,2.000000000000000, 94a854fba614fd26, F51AEA2F10D141B38E9A15F21ACAB20,,61, 13112110,棉花,0.0000000,115.723447070000010,37.260696299999999
21,60,1,60,59,1538.000000000000000,131121102204,普路屯村,1311211022040003, , 1,1311,2020,00003, , ," [{""desc"":""方向：东南;北纬：37.284547;东经：115.758763;地点：枣强县大营镇普路屯村;时间：2020-07-23 09:48:36"",""name"":""现场照片"",""path"":""mobile/2020/07/23/cf297dc475a54361b0e1d287f5da9011/1595468917560_131121102204_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,4.120000000000000,0.000000000000000,4.120000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 04, 棉花, 13112,1gykjzqx_test, 2020-07-23 09:49:04.557437, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 09:49:04.557437, ,2.000000000000000, 94a854fba614fd26, 34F3269E02464BBBA903C07D08CC998,12/30/1899 0:00:00,61, 13112110,棉花,0.0000000,115.759033609000000,37.284602916200001
22,63,1,63,62,2167.000000000000000,131122201201,圈头村,1311222012010001,高粱, 1,1311,2020,00001, , ," [{""desc"":""方向：西南;北纬：37.865938;东经：115.817690;地点：武邑县圈头乡圈头村;时间：2020-07-24 13:45:22"",""name"":""现场照片"",""path"":""mobile/2020/07/24/4aa1622dff104fb087d29d78292eb46d/1595569523320_131122201201_XCZP.jpg""},{""","d{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,35.930000000000000,0.000000000000000,35.930000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 0001, 农作物综合, 13112,2gykjwyx_test, 2020-07-24 13:45:34.926859, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-24 13:45:34.926859, ,2.000000000000000, b6ad09359412289e, 3829916937CC4CCEA6559000F525EB2,12/30/1899 0:00:00,61, 13112220,高粱,0.0000000,115.817730819999990,37.868902276999997
23,67,1,67,66,1573.000000000000000,131122101235,前陈村,1311221012350001,杨树林, 1,1311,2020,00001, , ," [{""desc"":""方向：东南;北纬：37.728735;东经：115.817317;地点：桃城区邓庄镇东庄村;时间：2020-07-23 10:28:59"",""name"":""现场照片"",""path"":""mobile/2020/07/23/041f2a8ac49d4fd4a87e565ec078c748/1595471341624_131122101235_XCZP.jpg""},{""","d{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}1,38.310000000000002,0.000000000000000,38.310000000000002,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 0001, 农作物综合, 13112,2gykjwyx_test, 2020-07-23 10:29:19.711241, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 10:29:19.711241, 619,2.000000000000000, b6ad09359412289e, 318996224DB5485683B9A295851CB91,12/30/1899 0:00:00,61, 13112210,林地,0.0000000,115.816311532000000,37.727164257900000
24,68,1,68,67,1577.000000000000000,131102102206,索水口村,1311021022060001,菊花, 1,1311,2020,00001, , ," [{""desc"":""方向：西南;北纬：37.735779;东经：115.810179;地点：桃城区邓庄镇索水口村;时间：2020-07-23 10:40:22"",""name"":""现场照片"",""path"":""mobile/2020/07/23/b64b87cb7c9a4c449347ddbce1632b55/1595472023686_131102102206_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,35.420000000000002,0.000000000000000,35.420000000000002,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 0001, 农作物综合, 13110,2gykjwyx_test, 2020-07-23 10:40:31.209473, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-23 10:40:31.209473, ,2.000000000000000, b6ad09359412289e, C4EC5FB02F3745DE9FD79C68A28B074,12/30/1899 0:00:00,61, 13110210,药材,0.0000000,115.810513255000000,37.734991845300002
25,72,1,72,71,2165.000000000000000,131121105008,刘家纸房村,1311211050080001, , 1,1311,2020,00001, , ," [{""desc"":""方向：东北;北纬：37.603295;东经：115.738476;地点：枣强县肖张镇梁纸房村;时间：2020-07-24 13:42:45"",""name"":""现场照片"",""path"":""mobile/2020/07/24/d885eff6e84244e58cc6f23277854cff/1595569366571_131121105008_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,74.730000000000004,0.000000000000000,74.730000000000004,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 0001, 农作物综合, 13112,1gykjzqx_test, 2020-07-24 13:43:02.92124, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-24 13:43:02.92124, 2177,2.000000000000000, 94a854fba614fd26, 0FB64713551045B8BA550C77A3ECCB1,12/30/1899 0:00:00,61, 13112110,无效,0.0000000,115.740207545000000,37.607286079799998
26,73,1,73,71,2165.000000000000000,131121105008,刘家纸房村,1311211050080001, , 1,1311,2020,00001, , ," [{""desc"":""方向：东北;北纬：37.603295;东经：115.738476;地点：枣强县肖张镇梁纸房村;时间：2020-07-24 13:42:45"",""name"":""现场照片"",""path"":""mobile/2020/07/24/d885eff6e84244e58cc6f23277854cff/1595569366571_131121105008_XCZP.jpg""}",",{""accessKeyId"":""LTAIP816Jan0Nvjq"",""bucket"":""ram-agriinsurance-prod"",""endpoint"":""https://oss-cn-zhangjiakou.al",}0,74.730000000000004,0.000000000000000,74.730000000000004,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000, 种植a, 0001, 农作物综合, 13112,1gykjzqx_test, 2020-07-24 13:43:02.92124, 6d34864b55c6479b90aaf6f6c5baa0b,92020-07-24 13:43:02.92124, 2177,2.000000000000000, 94a854fba614fd26, 0FB64713551045B8BA550C77A3ECCB1,12/30/1899 0:00:00,61, 13112110,无效,0.0000000,115.741502192000000,37.608374204699999
